编号,菜名,分类,配料 (g),适用餐次,口味,预计成本/份,热量 (kcal),蛋白质 (g),脂肪 (g),碳水 (g),标签
94,西红柿牛腩,牛肉菜系,"牛腩(200g), 西红柿(200g), 土豆(100g), 洋葱(50g), 姜(10g), 葱(10g), 食用油(15g), 生抽(15g), 老抽(5g), 料酒(10g), 白糖(5g), 盐(5g), 水(适量)","午餐, 晚餐",咸鲜,12.5,420,28,22,25,荤菜
95,豆干焖牛肉,牛肉菜系,"牛肉(150g), 豆干(100g), 食用油(15g), 酱油(15g), 葱(10g), 姜(5g), 蒜(5g), 料酒(10g), 糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,420,32,28,12,荤菜
96,豆皮牛脚,牛肉菜系,"牛脚(150g), 豆皮(80g), 姜(10g), 葱(10g), 大蒜(10g), 食用油(15g), 酱油(15g), 料酒(10g), 八角(2g), 桂皮(2g), 盐(3g), 糖(5g), 水(200g)","午餐, 晚餐",咸鲜,8.5,320,25,20,10,荤菜
97,豆花煮牛肉,牛肉菜系,"嫩牛肉片(100g), 内酯豆腐(200g), 豆花底料(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(8g), 料酒(5g), 淀粉(5g), 盐(2g), 花椒粉(1g), 辣椒油(5g), 高汤(100g)","午餐, 晚餐",清淡,12.5,320,25,18,10,荤菜
98,豆花牛肉,牛肉菜系,"牛肉片(120g), 嫩豆腐(200g), 豆芽(50g), 葱段(15g), 姜片(10g), 蒜末(15g), 干辣椒(5g), 花椒(3g), 食用油(20g), 郫县豆瓣酱(25g), 酱油(10g), 料酒(10g), 淀粉(8g), 盐(2g), 糖(3g), 高汤或水(150g)","午餐, 晚餐",咸鲜,18.5,420,32,25,15,荤菜
99,酱牛肉（卤）,牛肉菜系,"牛腱子肉(120g), 酱油(15g), 料酒(10g), 冰糖(8g), 生姜(5g), 大葱(5g), 八角(1g), 桂皮(0.5g), 花椒(0.5g), 香叶(0.2g), 盐(3g), 水(100g)","午餐, 晚餐",咸鲜,8.5,215,25,10,6,荤菜
100,酸汤肥牛,牛肉菜系,"肥牛片(120g), 金针菇(100g), 酸菜(80g), 泡椒(15g), 黄灯笼辣椒酱(20g), 姜(10g), 蒜(10g), 葱(10g), 青红椒圈(20g), 食用油(15g), 高汤(400g), 白醋(10g), 糖(5g), 盐(3g), 白胡椒粉(1g), 淀粉水(20g)","午餐, 晚餐",清淡,12.5,320,22,20,12,汤类
101,酸笋煮干巴,牛肉菜系,"干巴(100g), 酸笋(80g), 青椒(20g), 红椒(10g), 大蒜(10g), 姜(5g), 食用油(15g), 盐(3g), 酱油(5g), 料酒(5g)","午餐, 晚餐",清淡,12.5,280,25,18,5,荤菜
102,酸菜牛柳,牛肉菜系,"牛柳(120g), 酸菜(80g), 青红椒(30g), 姜(5g), 蒜(10g), 食用油(15g), 酱油(8g), 料酒(5g), 淀粉(5g), 糖(3g), 盐(2g)","午餐, 晚餐",酸辣,9.5,285,22,18,8,荤菜
103,金汤肥牛,牛肉菜系,"肥牛片(120g), 金针菇(80g), 南瓜泥(50g), 黄灯笼辣椒酱(30g), 蒜末(15g), 姜末(10g), 泡野山椒(20g), 白醋(15g), 盐(3g), 糖(2g), 鸡精(2g), 食用油(15g), 青红椒圈(10g), 葱花(5g)","午餐, 晚餐",清淡,8.5,280,18,16,15,汤类
104,青椒炒牛肉,牛肉菜系,"牛肉(120g), 青椒(100g), 食用油(15g), 姜(5g), 蒜(5g), 生抽(10g), 老抽(3g), 料酒(5g), 淀粉(3g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,280,22,18,8,荤菜
105,香辣牛肉,牛肉菜系,"牛肉(120g), 干辣椒(10g), 花椒(5g), 姜(10g), 蒜(15g), 葱(20g), 食用油(20g), 酱油(15g), 料酒(10g), 糖(5g), 淀粉(8g), 盐(2g)","午餐, 晚餐",麻辣,8.5,350,25,22,12,荤菜
106,魔芋烧牛肉,牛肉菜系,"牛肉(120g), 魔芋(150g), 食用油(15g), 葱(10g), 姜(5g), 蒜(5g), 豆瓣酱(20g), 生抽(10g), 老抽(5g), 白糖(5g), 盐(2g), 水(适量)","午餐, 晚餐",咸鲜,8.5,320,25,18,12,荤菜
107,鲜笋烧牛肉,牛肉菜系,"牛肉(200g), 鲜笋(100g), 葱(20g), 姜(10g), 蒜(10g), 食用油(15g), 酱油(15g), 料酒(10g), 白糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,12.5,350,28,20,12,荤菜
108,鸭血烧牛肉片,牛肉菜系,"牛肉片(120g), 鸭血(100g), 青椒(30g), 红椒(30g), 姜(10g), 蒜(10g), 葱(10g), 食用油(15g), 酱油(15g), 料酒(10g), 淀粉(5g), 盐(2g), 糖(2g), 胡椒粉(1g)","午餐, 晚餐",咸鲜,12.5,280,22,18,8,荤菜
109,黄焖牛肉,牛肉菜系,"牛肉(150g), 土豆(100g), 青椒(30g), 红椒(20g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(15g), 料酒(10g), 糖(5g), 盐(3g), 淀粉(5g), 水(适量)","午餐, 晚餐",咸鲜,12.5,320,25,15,20,荤菜
110,黄豆焖牛肉,牛肉菜系,"牛肉(120g), 黄豆(60g), 食用油(15g), 葱(10g), 姜(5g), 蒜(5g), 酱油(20g), 料酒(10g), 白糖(5g), 盐(2g), 水(适量)","午餐, 晚餐",咸鲜,8.5,420,32,25,18,荤菜
111,黑椒牛柳,牛肉菜系,"牛肉(120g), 青椒(50g), 红椒(50g), 洋葱(50g), 黑椒酱(30g), 食用油(15g), 淀粉(5g), 料酒(5g), 生抽(5g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,320,25,18,15,荤菜
112,黑椒牛肉,牛肉菜系,"牛肉(150g), 青椒(50g), 红椒(30g), 洋葱(50g), 黑胡椒酱(40g), 食用油(15g), 蒜(10g), 姜(5g), 料酒(5g), 淀粉(3g), 盐(1g)","午餐, 晚餐",咸鲜,12.5,320,28,18,15,荤菜
113,黑胡椒牛肉,牛肉菜系,"牛肉(200g), 青椒(50g), 红椒(50g), 洋葱(50g), 黑胡椒酱(40g), 食用油(15g), 蒜末(5g), 姜末(5g), 淀粉(5g), 料酒(5g)","午餐, 晚餐",咸鲜,12.5,380,28,22,18,荤菜
114,三鲜皮肚,猪肉菜系,"水发皮肚(100g), 猪肉片(50g), 虾仁(40g), 水发木耳(30g), 青菜(50g), 葱(10g), 姜(5g), 食用油(15g), 食盐(3g), 鸡精(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,8.5,280,18,15,20,荤菜
115,东坡肉,猪肉菜系,"带皮五花肉(500g), 冰糖(30g), 老抽(20g), 生抽(30g), 黄酒(150g), 生姜(20g), 香葱(20g), 水(100g)","午餐, 晚餐",咸鲜,18.5,1050,38,90,20,荤菜
116,东坡肘子,猪肉菜系,"猪肘(400g), 葱(30g), 姜(20g), 冰糖(30g), 料酒(20g), 酱油(30g), 食用油(15g), 水(适量)","午餐, 晚餐",咸鲜,28.5,580,35,42,12,荤菜
117,丝瓜炖肉丸,猪肉菜系,"丝瓜(120g),猪肉丸(80g),姜(5g),葱(5g),食用油(8g),盐(2g),水(100g)","午餐, 晚餐",清淡,3.8,195,8.5,14.2,6.3,汤类
118,丝瓜烩酥肉,猪肉菜系,"丝瓜(200g), 酥肉(100g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 盐(3g), 鸡精(2g), 淀粉(5g), 水(50g)","午餐, 晚餐",咸鲜,6.5,320,12,24,14,荤菜
119,五花肉炒豆芽,猪肉菜系,"五花肉(80g), 黄豆芽(200g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(15g), 盐(2g)","午餐, 晚餐",咸鲜,4.2,320,12.5,25,8,荤菜
120,京酱肉丝,猪肉菜系,"猪里脊肉(120g), 甜面酱(30g), 大葱(40g), 黄瓜(30g), 豆皮(50g), 食用油(15g), 白糖(5g), 料酒(5g), 淀粉(5g), 姜末(3g)","午餐, 晚餐",咸鲜,8.5,320,22,18,20,荤菜
121,儿菜肉片,猪肉菜系,"猪肉片(80g), 儿菜(150g), 食用油(12g), 大蒜(5g), 姜(3g), 葱(5g), 盐(2g), 酱油(8g), 淀粉(5g), 料酒(5g)","午餐, 晚餐",咸鲜,4.8,220,12,15,9,荤菜
122,农家蒸肉,猪肉菜系,"五花肉(150g), 蒸肉米粉(80g), 姜(10g), 蒜(10g), 葱(5g), 腐乳汁(20g), 生抽(10g), 老抽(5g), 料酒(10g), 糖(5g), 食用油(5g)","午餐, 晚餐",清淡,8.5,520,18,35,30,荤菜
123,冬瓜蒸肉饼,猪肉菜系,"冬瓜(150g), 猪肉糜(100g), 干香菇(5g), 葱(10g), 姜(5g), 生抽(10g), 蚝油(5g), 料酒(5g), 白胡椒粉(1g), 淀粉(8g), 香油(3g)","午餐, 晚餐",清淡,4.5,205,12.5,12,10.5,荤菜
124,凉拌猪头肉,猪肉菜系,"猪头肉(150g), 黄瓜(80g), 香菜(10g), 蒜(10g), 红油(15g), 酱油(15g), 香醋(10g), 白糖(5g), 盐(2g), 熟芝麻(3g)","午餐, 晚餐",咸鲜,8.5,320,18,25,7,凉菜
125,凉拌猪心,猪肉菜系,"猪心(120g),黄瓜(50g),香菜(10g),蒜末(8g),生抽(15g),香醋(8g),香油(5g),辣椒油(5g),白糖(3g),盐(2g)","午餐, 晚餐",咸鲜,6.8,198,18.5,11.2,5.3,凉菜
126,剁椒扣肉,猪肉菜系,"五花肉(200g), 剁椒酱(40g), 姜(10g), 蒜(10g), 葱(5g), 食用油(8g), 生抽(10g), 老抽(5g), 料酒(10g), 糖(3g)","午餐, 晚餐",麻辣,8.5,520,15,48,6,荤菜
127,千张炒肉,猪肉菜系,"千张(120g), 猪瘦肉(80g), 青椒(30g), 红椒(20g), 食用油(15g), 葱(10g), 姜(5g), 蒜(5g), 酱油(10g), 盐(2g), 糖(1g)","午餐, 晚餐",咸鲜,5.2,320,28,20,12,荤菜
128,千张肉,猪肉菜系,"五花肉(150g), 千张(100g), 姜(10g), 葱(10g), 食用油(15g), 酱油(20g), 料酒(10g), 糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,6.5,380,18,28,10,荤菜
129,双椒辣炒排骨,猪肉菜系,"排骨(200g), 青椒(50g), 红椒(50g), 大蒜(10g), 姜(5g), 食用油(15g), 酱油(15g), 料酒(10g), 淀粉(5g), 盐(2g), 糖(2g)","午餐, 晚餐",麻辣,12.5,420,25,32,8,荤菜
130,台式卤肉,猪肉菜系,"五花肉(120g), 洋葱(30g), 干香菇(10g), 鸡蛋(50g), 酱油(20g), 冰糖(8g), 食用油(5g), 葱(5g), 姜(5g), 蒜(5g), 米饭(300g)","午餐, 晚餐",咸鲜,8.5,650,25,35,60,荤菜
131,咕噜肉,猪肉菜系,"猪里脊肉(150g), 菠萝(80g), 青椒(30g), 红椒(30g), 鸡蛋(20g), 淀粉(40g), 番茄酱(50g), 白醋(15g), 白砂糖(30g), 食用油(25g), 盐(2g), 料酒(5g)","午餐, 晚餐",咸鲜,12.5,485,24,18,55,荤菜
132,四季豆炒肉丝,猪肉菜系,"猪肉丝(80g), 四季豆(120g), 食用油(15g), 葱(5g), 姜(3g), 蒜(5g), 酱油(8g), 盐(2g), 淀粉(3g), 料酒(5g)","午餐, 晚餐",咸鲜,4.5,250,15,15,12,荤菜
133,回锅肉,猪肉菜系,"五花肉(150g), 青蒜(50g), 青椒(30g), 红椒(20g), 姜(10g), 蒜(15g), 郫县豆瓣酱(20g), 甜面酱(10g), 豆豉(5g), 食用油(15g), 白糖(5g), 酱油(5g)","午餐, 晚餐",咸鲜,8.5,580,18,50,12,荤菜
134,土匪猪肝,猪肉菜系,"猪肝(200g), 青椒(50g), 红椒(30g), 洋葱(50g), 大蒜(20g), 生姜(10g), 食用油(30g), 料酒(15g), 生抽(15g), 老抽(5g), 淀粉(10g), 盐(3g), 白胡椒粉(1g)","午餐, 晚餐",咸鲜,12.5,350,28,20,15,荤菜
135,土豆片炒肉,猪肉菜系,"猪肉(100g), 土豆(150g), 青椒(20g), 红椒(10g), 姜(5g), 蒜(5g), 葱(5g), 食用油(15g), 酱油(10g), 料酒(5g), 盐(2g), 淀粉(3g)","午餐, 晚餐",咸鲜,4.5,320,15,18,25,荤菜
136,土豆肉片,猪肉菜系,"土豆(200g), 猪里脊肉(100g), 青椒(30g), 红椒(30g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 料酒(5g), 淀粉(5g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,4.2,320,18,12,35,荤菜
137,坛子肉,猪肉菜系,"猪五花肉(150g), 生姜(10g), 大葱(15g), 冰糖(15g), 酱油(20g), 料酒(15g), 盐(3g), 食用油(5g), 清水(适量)","午餐, 晚餐",咸鲜,8.5,480,18,38,12,荤菜
138,外婆菜炒肉沫,猪肉菜系,"猪肉末(80g), 外婆菜(50g), 青椒(20g), 红椒(10g), 大蒜(5g), 姜(3g), 食用油(15g), 生抽(8g), 老抽(2g), 白糖(2g)","午餐, 晚餐",咸鲜,5.2,280,12.5,20,10.5,荤菜
139,大葱肉片,猪肉菜系,"猪里脊肉片(120g), 大葱(80g), 食用油(15g), 酱油(12g), 料酒(5g), 淀粉(5g), 姜末(3g), 盐(1g), 糖(2g)","午餐, 晚餐",咸鲜,6.5,320,18,22,10,荤菜
140,大蒜烧肚条,猪肉菜系,"猪肚(150g), 大蒜(50g), 食用油(15g), 姜(10g), 葱(10g), 料酒(10g), 生抽(15g), 老抽(5g), 糖(5g), 盐(2g), 淀粉(5g), 水或高汤(100g)","午餐, 晚餐",咸鲜,8.5,280,18,15,12,荤菜
141,姜汁五花肉,猪肉菜系,"五花肉(150g), 生姜(20g), 葱(10g), 料酒(10g), 生抽(15g), 老抽(5g), 白糖(8g), 食用油(5g), 水(适量)","午餐, 晚餐",咸鲜,8.5,450,15,38,10,荤菜
142,姜豆炒肉沫,猪肉菜系,"猪肉沫(80g), 姜豆(120g), 食用油(15g), 蒜(10g), 姜(5g), 酱油(8g), 盐(2g), 料酒(5g)","午餐, 晚餐",咸鲜,3.5,210,12,14,9,荤菜
143,孜然卤猪肝,猪肉菜系,"猪肝(150g), 食用油(15g), 孜然粉(5g), 八角(2颗), 桂皮(1小块), 生抽(15g), 老抽(5g), 料酒(10g), 姜(10g), 葱(10g), 盐(3g), 糖(2g)","午餐, 晚餐",孜然,6.5,260,25,15,6,荤菜
144,孜然扇子骨,猪肉菜系,"猪扇子骨(200g), 孜然粉(8g), 辣椒粉(5g), 白芝麻(3g), 葱(10g), 姜(10g), 蒜(10g), 料酒(10g), 生抽(15g), 老抽(5g), 白糖(5g), 淀粉(10g), 食用油(20g), 盐(2g)","午餐, 晚餐",孜然,12.5,420,28,32,8,荤菜
145,宣威小炒肉,猪肉菜系,"猪后腿肉(120g), 皱皮青椒(80g), 姜(10g), 蒜(15g), 干辣椒(5g), 大葱(10g), 食用油(15g), 酱油(15g), 料酒(10g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,8.5,350,18,25,10,荤菜
146,宣威火腿炖土豆,猪肉菜系,"宣威火腿(80g), 土豆(200g), 姜(5g), 葱(5g), 食用油(5g), 盐(2g)","午餐, 晚餐",清淡,8.5,320,12,15,35,汤类
147,小炒猪头肉,猪肉菜系,"猪头肉(100g), 青椒(50g), 红椒(20g), 大蒜(10g), 姜(5g), 食用油(15g), 生抽(10g), 老抽(3g), 料酒(5g), 盐(2g), 糖(1g)","午餐, 晚餐",咸鲜,8.5,320,15,25,8,荤菜
148,小炒脆骨,猪肉菜系,"猪脆骨(150g), 青椒(50g), 红椒(30g), 大蒜(10g), 生姜(5g), 食用油(15g), 生抽(10g), 料酒(5g), 盐(2g), 淀粉(3g)","午餐, 晚餐",咸鲜,8.5,320,18,24,8,荤菜
149,小煎花椒肉,猪肉菜系,"猪里脊肉(120g), 青花椒(5g), 干辣椒(3g), 姜(5g), 蒜(5g), 葱(10g), 食用油(15g), 酱油(8g), 料酒(5g), 白糖(2g), 淀粉(3g), 盐(1g)","午餐, 晚餐",咸鲜,8.5,280,24,18,6,荤菜
150,小瓜肉片,猪肉菜系,"猪肉片(120g), 小瓜(西葫芦)(200g), 大蒜(10g), 生姜(5g), 食用油(15g), 生抽(10g), 盐(2g), 淀粉(5g), 水(适量)","午餐, 晚餐",咸鲜,6.8,310,18.5,22,12,荤菜
151,小米辣肥肠,猪肉菜系,"肥肠(150g), 小米辣(30g), 青椒(30g), 姜(10g), 蒜(15g), 食用油(20g), 酱油(15g), 料酒(10g), 盐(2g), 糖(3g), 淀粉(5g)","午餐, 晚餐",咸鲜,12.5,320,15,22,10,荤菜
152,尖椒猪头肉,猪肉菜系,"熟猪头肉(150g), 青尖椒(50g), 红尖椒(10g), 食用油(15g), 蒜(10g), 姜(5g), 生抽(10g), 老抽(3g), 料酒(5g), 白糖(2g), 盐(1g)","午餐, 晚餐",咸鲜,6.5,450,15,38,8,荤菜
153,尖椒肉片,猪肉菜系,"猪里脊肉(120g), 青尖椒(80g), 红尖椒(20g), 姜(5g), 蒜(10g), 食用油(15g), 生抽(10g), 老抽(3g), 料酒(5g), 淀粉(5g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,5.8,280,20,18,10,荤菜
154,带汤小炒肉,猪肉菜系,"猪五花肉(80g), 青椒(30g), 红椒(20g), 木耳(15g), 姜(5g), 蒜(5g), 小葱(5g), 食用油(10g), 酱油(8g), 料酒(5g), 盐(2g), 糖(1g), 高汤(100g)","午餐, 晚餐",咸鲜,4.8,285,12.5,22,6.5,汤类
155,干椒炒腊肉,猪肉菜系,"腊肉(80g), 干辣椒(15g), 蒜(10g), 姜(5g), 青蒜苗(30g), 食用油(15g), 酱油(8g), 糖(3g)","午餐, 晚餐",咸鲜,6.5,320,12,25,8,荤菜
156,干煸肉丝,猪肉菜系,"猪里脊肉(200g), 芹菜(50g), 干辣椒(10g), 花椒(5g), 姜(10g), 蒜(10g), 葱(20g), 食用油(30g), 生抽(15g), 料酒(10g), 糖(5g), 盐(3g), 白芝麻(5g)","午餐, 晚餐",咸鲜,8.5,450,32,28,12,荤菜
157,干锅土家腊肉,猪肉菜系,"腊肉(80g), 青椒(50g), 红椒(30g), 洋葱(40g), 蒜(10g), 姜(5g), 干辣椒(5g), 花椒(2g), 食用油(15g), 生抽(10g), 糖(3g)","午餐, 晚餐",麻辣,12.5,320,12,25,10,荤菜
158,干锅肉片,猪肉菜系,"猪里脊肉片(120g), 土豆(80g), 青椒(30g), 红椒(30g), 洋葱(40g), 干辣椒(5g), 花椒(2g), 大蒜(15g), 生姜(10g), 食用油(20g), 郫县豆瓣酱(15g), 生抽(10g), 老抽(5g), 料酒(10g), 糖(3g), 盐(2g), 香菜(5g)","午餐, 晚餐",麻辣,8.5,420,25,28,18,荤菜
159,平菇炒肉,猪肉菜系,"平菇(150g), 猪里脊肉(100g), 青椒(30g), 红椒(20g), 大葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 生抽(10g), 老抽(3g), 盐(2g), 糖(1g), 生粉(3g), 料酒(5g)","午餐, 晚餐",咸鲜,4.8,280,22.5,15.8,12.3,荤菜
160,当家肉,猪肉菜系,"五花肉(150g), 梅干菜(50g), 生姜(10g), 蒜(10g), 干辣椒(5g), 食用油(15g), 生抽(15g), 老抽(5g), 料酒(10g), 糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,450,15,35,12,荤菜
161,把子肉,猪肉菜系,"五花肉(200g), 葱(10g), 姜(10g), 八角(2g), 桂皮(2g), 食用油(15g), 酱油(20g), 料酒(10g), 冰糖(15g), 盐(3g), 米饭(300g)","午餐, 晚餐",咸鲜,12.5,850,25,45,80,荤菜
162,折耳根炒腊肉,猪肉菜系,"腊肉(80g), 折耳根(120g), 食用油(15g), 干辣椒(5g), 蒜(10g), 盐(2g), 味精(1g)","午餐, 晚餐",咸鲜,8.5,315,9,25,12,荤菜
163,木耳肉片,猪肉菜系,"猪里脊肉片(100g), 黑木耳(干,泡发后30g), 青椒(20g), 红椒(10g), 姜(5g), 蒜(5g), 葱(5g), 食用油(15g), 酱油(8g), 料酒(5g), 淀粉(3g), 盐(1g), 糖(1g)","午餐, 晚餐",咸鲜,4.5,210,16.5,12,8.5,荤菜
164,木须肉,猪肉菜系,"猪里脊肉(100g), 鸡蛋(80g), 黑木耳(干, 10g), 黄瓜(80g), 胡萝卜(50g), 黄花菜(干, 5g), 大葱(20g), 姜(5g), 蒜(5g), 食用油(20g), 盐(3g), 生抽(10g), 老抽(3g), 料酒(5g), 淀粉(5g), 糖(2g)","午餐, 晚餐",咸鲜,8.5,385,24,22,18,荤菜
165,杏鲍菇肉片,猪肉菜系,"杏鲍菇(120g), 猪肉片(80g), 青椒(30g), 红椒(30g), 食用油(15g), 葱(10g), 姜(5g), 蒜(5g), 生抽(10g), 老抽(5g), 蚝油(8g), 淀粉(3g), 盐(2g), 糖(2g), 水(20g)","午餐, 晚餐",咸鲜,6.5,280,18,18,12,荤菜
166,柴火香肠,猪肉菜系,"香肠片(80g), 青椒(50g), 红椒(50g), 干辣椒(5g), 大蒜(10g), 姜(5g), 食用油(15g), 生抽(10g), 糖(3g)","午餐, 晚餐",咸鲜,5.8,320,12.5,25,10,荤菜
167,梅菜扣肉,猪肉菜系,"五花肉(300g), 梅干菜(80g), 食用油(15g), 酱油(15g), 老抽(8g), 料酒(15g), 白糖(15g), 葱段(10g), 姜片(10g)","午餐, 晚餐",咸鲜,18.5,650,22,55,12,荤菜
168,椒麻卤香猪蹄,猪肉菜系,"猪蹄(200g), 椒麻卤料包(15g), 生姜(5g), 大葱(5g), 料酒(10g), 生抽(15g), 老抽(5g), 冰糖(5g), 食盐(2g), 干辣椒(2g), 花椒(2g), 食用油(5g)","午餐, 晚餐",咸鲜,8.5,420,25,32,6,荤菜
169,榨菜炒肉丝,猪肉菜系,"猪肉丝(100g), 榨菜(50g), 青椒(30g), 红椒(20g), 蒜(10g), 姜(5g), 食用油(15g), 酱油(8g), 料酒(5g), 淀粉(3g), 糖(2g), 盐(1g)","午餐, 晚餐",咸鲜,4.2,235,15.5,12.8,12.2,荤菜
170,毛血旺,猪肉菜系,"鸭血(150g), 毛肚(80g), 午餐肉(80g), 黄豆芽(100g), 宽粉(100g), 莴笋片(80g), 金针菇(80g), 火锅底料(50g), 干辣椒(15g), 花椒(10g), 姜(20g), 蒜(30g), 葱(20g), 食用油(40g), 盐(3g), 糖(5g), 生抽(15g), 料酒(10g), 高汤或水(400g)","午餐, 晚餐",咸鲜,18.5,650,28,42,35,荤菜
171,毛豆炒肉,猪肉菜系,"猪肉片(80g), 毛豆仁(100g), 胡萝卜(20g), 食用油(10g), 蒜末(5g), 姜末(3g), 盐(2g), 生抽(8g), 淀粉(3g)","午餐, 晚餐",咸鲜,4.2,245,16,15,10,荤菜
172,毛豆米炒肉沫,猪肉菜系,"猪肉末(80g), 毛豆米(100g), 食用油(15g), 葱(10g), 姜(5g), 蒜(5g), 酱油(10g), 盐(2g), 糖(2g), 淀粉(3g)","午餐, 晚餐",咸鲜,4.2,285,15.5,19.8,10.2,荤菜
173,水煮猪肝,猪肉菜系,"猪肝(120g), 豆芽(100g), 干辣椒(10g), 花椒(5g), 姜(10g), 蒜(15g), 葱(10g), 食用油(25g), 豆瓣酱(20g), 料酒(10g), 淀粉(10g), 盐(2g), 糖(2g)","午餐, 晚餐",麻辣,8.5,320,25,20,12,荤菜
174,水煮肉片,猪肉菜系,"猪里脊肉(200g), 黄豆芽(150g), 大白菜(100g), 豆瓣酱(30g), 干辣椒(10g), 花椒(5g), 蒜(15g), 姜(10g), 葱(10g), 食用油(50g), 酱油(15g), 料酒(10g), 淀粉(10g), 盐(2g), 糖(2g), 鸡精(1g), 水或高汤(400g)","午餐, 晚餐",麻辣,18.5,580,42,35,20,荤菜
175,水煮肉辣椒,猪肉菜系,"猪里脊肉(150g), 干辣椒(15g), 花椒(5g), 豆芽(100g), 生菜(50g), 蒜(10g), 姜(5g), 葱(10g), 郫县豆瓣酱(30g), 食用油(50g), 淀粉(10g), 酱油(15g), 料酒(10g), 盐(2g), 糖(3g), 水或高汤(400g)","午餐, 晚餐",麻辣,12.5,485,32,35,15,荤菜
176,泡椒滑肉,猪肉菜系,"猪里脊肉(100g), 泡椒(20g), 泡姜(15g), 蒜(10g), 大葱(15g), 红薯淀粉(30g), 鸡蛋清(20g), 食用油(15g), 盐(2g), 白胡椒粉(1g), 料酒(5g), 生抽(10g), 白糖(3g), 鸡精(1g)","午餐, 晚餐",麻辣,8.5,320,22,18,15,荤菜
177,泡椒炒猪心,猪肉菜系,"猪心(150g), 泡椒(30g), 青椒(20g), 红椒(10g), 姜(10g), 蒜(10g), 葱(10g), 食用油(15g), 料酒(10g), 生抽(10g), 淀粉(5g), 盐(2g), 糖(2g), 鸡精(1g)","午餐, 晚餐",麻辣,8.5,280,25,16,8,荤菜
178,泡椒猪肝,猪肉菜系,"猪肝(120g), 泡椒(20g), 青椒(30g), 红椒(20g), 姜(10g), 蒜(10g), 葱(10g), 食用油(20g), 料酒(10g), 生抽(10g), 淀粉(5g), 盐(2g), 糖(2g)","午餐, 晚餐",麻辣,8.5,280,25,16,10,荤菜
179,泡椒猪舌,猪肉菜系,"猪舌(120g),泡椒(30g),青椒(20g),红椒(20g),姜(10g),蒜(10g),食用油(15g),料酒(10g),酱油(8g),盐(2g),糖(2g),淀粉(5g)","午餐, 晚餐",麻辣,8.5,280,18,20,8,荤菜
180,泡椒肉片,猪肉菜系,"猪里脊肉片(120g), 泡椒(30g), 青椒(20g), 红椒(20g), 姜(10g), 蒜(10g), 葱(10g), 食用油(20g), 酱油(10g), 料酒(5g), 淀粉(5g), 白糖(3g), 盐(2g)","午餐, 晚餐",麻辣,8.5,320,22,20,12,荤菜
181,泡椒肘子,猪肉菜系,"猪肘(300g), 泡椒(40g), 姜(15g), 蒜(20g), 葱(20g), 食用油(20g), 酱油(15g), 料酒(10g), 糖(5g), 盐(2g), 淀粉(5g)","午餐, 晚餐",麻辣,18.5,550,25,45,8,荤菜
182,泡椒肥肠,猪肉菜系,"肥肠(150g), 泡椒(30g), 青椒(50g), 红椒(20g), 姜(10g), 蒜(15g), 葱(10g), 食用油(20g), 酱油(15g), 料酒(10g), 白糖(5g), 淀粉(5g)","午餐, 晚餐",麻辣,12.5,420,18,32,12,荤菜
183,泡椒腰花,猪肉菜系,"猪腰(200g), 泡椒(30g), 姜(10g), 蒜(10g), 大葱(20g), 食用油(15g), 料酒(10g), 生抽(10g), 淀粉(5g), 白糖(3g), 盐(2g)","午餐, 晚餐",麻辣,8.5,280,25,18,5,荤菜
184,洋芋回锅肉,猪肉菜系,"猪肉(100g), 土豆(150g), 豆豉(15g), 青椒(30g), 食用油(15g), 姜(5g), 蒜(5g), 酱油(10g), 料酒(5g), 糖(3g)","午餐, 晚餐",咸鲜,8.5,350,15,20,25,荤菜
185,洋葱肉丝,猪肉菜系,"猪里脊肉(120g), 洋葱(150g), 青椒(30g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 料酒(5g), 淀粉(3g), 盐(2g), 糖(1g)","午餐, 晚餐",咸鲜,4.8,285,18.5,16.2,15.3,荤菜
186,洋葱肉片,猪肉菜系,"猪里脊肉(100g), 洋葱(150g), 青椒(30g), 食用油(15g), 酱油(10g), 料酒(5g), 淀粉(5g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,6.5,280,18,15,20,荤菜
